Property Type,Beds,Bath,House Sqft,Lot Sqft,Price,Address,City,State,Lat,Lon,Ocean Distance,Gym Distance,Gym Duration,Year Built,Last Updated,Value Change Last 30 Days,Last Sold Date,Last Sold Price,Zestimate,Date Scraped,Id,Url
SingleFamily,5,7.0,4198,9583,"$2,795,000",7721 Hillside Dr,LA JOLLA,CA,32.84763,-117.25942,0.299392827201,1.2 mi,5 mins,2000,01/30/2019,717636,09/29/2006,1360000,3770275,2019-01-31,16851231,https://www.zillow.com/homedetails/7721-Hillside-Dr-La-Jolla-CA-92037/16851231_zpid/
Condominium,2,3.0,1779,,"$2,795,000",1020 Prospect St,La Jolla,CA,32.847979,-117.274739,0.09988756639765109,0.2 mi,1 min,2017,01/30/2019,,,,3303888,2019-01-31,2088964437,https://www.zillow.com/homedetails/1020-Prospect-St-La-Jolla-CA-92037/2088964437_zpid/
SingleFamily,4,6.0,2686,7501,"$2,799,000",5543 Waverly Ave,La Jolla,CA,32.813829,-117.265428,1.5176054445034108,2.7 mi,9 mins,,01/30/2019,-58554,05/31/2018,1325000,2504481,2019-01-31,2087868281,https://www.zillow.com/homedetails/5543-Waverly-Ave-La-Jolla-CA-92037/2087868281_zpid/
SingleFamily,4,3.0,3501,10890,"$2,825,000",2915 Woodford Dr,LA JOLLA,CA,32.849165,-117.240783,1.2435823670244484,2.4 mi,8 mins,1971,01/30/2019,826885,11/19/2001,1500000,2956226,2019-01-31,16840088,https://www.zillow.com/homedetails/2915-Woodford-Dr-La-Jolla-CA-92037/16840088_zpid/
SingleFamily,5,3.0,6059,47916,"$2,839,000",8051 La Jolla Scenic Dr N,LA JOLLA,CA,32.852217,-117.238625,1.3560362581471064,2.5 mi,8 mins,1965,01/30/2019,-33230,06/21/2004,2600000,2800567,2019-01-31,16840056,https://www.zillow.com/homedetails/8051-La-Jolla-Scenic-Dr-N-La-Jolla-CA-92037/16840056_zpid/
SingleFamily,3,5.0,3303,7120,"$2,850,000",7363 Eads Ave,LA JOLLA,CA,32.838205,-117.273982,0.45321058474691855,0.5 mi,4 mins,2018,01/30/2019,11937,06/16/2016,1850000,3289930,2019-01-31,16849245,https://www.zillow.com/homedetails/7363-Eads-Ave-La-Jolla-CA-92037/16849245_zpid/
SingleFamily,5,6.0,3777,7501,"$2,890,000",1526 Bluebird Ln,LA JOLLA,CA,32.847394,-117.266618,0.12233466525672566,0.7 mi,4 mins,1999,01/30/2019,-46470,07/20/2005,2430000,2962415,2019-01-31,16848082,https://www.zillow.com/homedetails/1526-Bluebird-Ln-La-Jolla-CA-92037/16848082_zpid/
VacantResidentialLandSingleFamily,5,4.0,3446,1045424393,"$2,900,000",1191 Avenida Amantea 1191 Avenida Amantea,LA JOLLA LA JOLLA,CA CA,32.81925932,-117.25991,1.497271372171881,3.3 mi,12 mins,1990,01/01/197001/30/2019,45535,03/18/201403/18/2014,4950001695000,2931517,2019-01-31,9945913816855587,https://www.zillow.com/homedetails/1191-Avenida-Amantea-La-Jolla-CA-92037/99459138_zpid/https://www.zillow.com/homedetails/1191-Avenida-Amantea-La-Jolla-CA-92037/16855587_zpid/
SingleFamily,4,5.0,4182,9583,"$2,950,000",1951 Bahia Way,LA JOLLA,CA,32.81863,-117.239839,2.556806824972709,3.8 mi,11 mins,2015,01/30/2019,46766,10/28/2013,1575000,2535639,2019-01-31,16857165,https://www.zillow.com/homedetails/1951-Bahia-Way-La-Jolla-CA-92037/16857165_zpid/
SingleFamily,4,4.0,4337,19214,"$2,950,000",7770 Starlight Dr,LA JOLLA,CA,32.850139,-117.243149,1.0989209099256474,2.5 mi,8 mins,1970,01/30/2019,-52851,,,3006811,2019-01-31,16839761,https://www.zillow.com/homedetails/7770-Starlight-Dr-La-Jolla-CA-92037/16839761_zpid/
SingleFamily,7,10.0,12940,37026,"$2,995,000",1247 Inspiration Dr,LA JOLLA,CA,32.824682,-117.264613,1.0753087799127425,2.2 mi,9 mins,2018,01/30/2019,-132533,05/16/2017,2475000,8364070,2019-01-31,16854876,https://www.zillow.com/homedetails/1247-Inspiration-Dr-La-Jolla-CA-92037/16854876_zpid/
VacantResidentialLand,,,,20037,"$2,995,000",1136 Muirlands Dr LOT 19,La Jolla,CA,32.826963,-117.265979,0.9437636257402419,2.3 mi,9 mins,,01/01/1970,,,,,2019-01-31,2088576004,https://www.zillow.com/homedetails/1136-Muirlands-Dr-LOT-19-La-Jolla-CA-92037/2088576004_zpid/
VacantResidentialLand,,,,20037,"$2,995,000",1136 Muirlands Dr,LA JOLLA,CA,32.826963,-117.265979,0.9437636257402419,2.3 mi,9 mins,,01/01/1970,,04/02/2018,7400000,,2019-01-31,99466775,https://www.zillow.com/homedetails/1136-Muirlands-Dr-La-Jolla-CA-92037/99466775_zpid/
SingleFamily,4,3.0,3052,12632,"$2,995,000",6920 Country Club Dr,LA JOLLA,CA,32.835839,-117.261015,0.962894023334251,1.5 mi,7 mins,1977,01/30/2019,337984,,,2800071,2019-01-31,16851591,https://www.zillow.com/homedetails/6920-Country-Club-Dr-La-Jolla-CA-92037/16851591_zpid/
SingleFamily,4,3.0,3052,12632,"$2,995,000",6920 Country Club Dr,LA JOLLA,CA,32.835839,-117.261015,0.962894023334251,1.5 mi,7 mins,1977,01/30/2019,337984,,,2800071,2019-01-31,16851591,https://www.zillow.com/homedetails/6920-Country-Club-Dr-La-Jolla-CA-92037/16851591_zpid/
SingleFamily,3,4.0,3036,10890,"$2,995,000",7370 Rue Michael,LA JOLLA,CA,32.843404,-117.251622,0.834281182888294,2.4 mi,9 mins,1973,01/30/2019,143681,03/18/2005,2000000,2273596,2019-01-31,16851631,https://www.zillow.com/homedetails/7370-Rue-Michael-La-Jolla-CA-92037/16851631_zpid/
SingleFamily,4,4.0,2750,7501,"$3,095,000",8384 La Jolla Shores Dr,LA JOLLA,CA,32.858908,-117.253858,0.6820913549062386,2.0 mi,8 mins,1990,01/30/2019,46308,08/02/2002,912000,3092582,2019-01-31,16838623,https://www.zillow.com/homedetails/8384-La-Jolla-Shores-Dr-La-Jolla-CA-92037/16838623_zpid/
SingleFamily,4,4.0,3127,5300,"$3,149,000",9455 Poole St,LA JOLLA,CA,32.871688,-117.244242,1.7185247918535123,3.4 mi,12 mins,2017,01/30/2019,692316,12/20/2017,2650000,2780109,2019-01-31,16834949,https://www.zillow.com/homedetails/9455-Poole-St-La-Jolla-CA-92037/16834949_zpid/
SingleFamily,6,5.0,4757,3998,"$3,150,000",331 Playa Del Norte,LA JOLLA,CA,32.829541,-117.278433,0.2082762264854735,1.4 mi,6 mins,2005,01/30/2019,-260527,07/26/2012,1940000,4130838,2019-01-31,61239759,https://www.zillow.com/homedetails/331-Playa-Del-Norte-La-Jolla-CA-92037/61239759_zpid/
VacantResidentialLand,,,,59677,"$3,195,000",6083 La Jolla Scenic Dr S LOT S,La Jolla,CA,32.825218,-117.25271,1.7181571032111265,2.8 mi,11 mins,,01/01/1970,,,,,2019-01-31,2086806973,https://www.zillow.com/homedetails/6083-La-Jolla-Scenic-Dr-S-LOT-S-La-Jolla-CA-92037/2086806973_zpid/
VacantResidentialLand,0,,,59677,"$3,195,000",6083 La Jolla Scenic Dr S,LA JOLLA,CA,32.825218,-117.25271,1.7181571032111265,2.8 mi,11 mins,,01/01/1970,,06/30/2017,2025000,,2019-01-31,16856478,https://www.zillow.com/homedetails/6083-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/16856478_zpid/
SingleFamily,4,4.0,3250,7405,"$3,195,000",7154 Eads Ave,La Jolla,CA,32.83614,-117.27378,0.4562882678720407,0.7 mi,4 mins,1930,01/30/2019,195523,,,3046834,2019-01-31,2088716746,https://www.zillow.com/homedetails/7154-Eads-Ave-La-Jolla-CA-92037/2088716746_zpid/
SingleFamily,3,4.0,3000,21780,"$3,200,000",8030 El Paseo Grande,LA JOLLA,CA,32.853327,-117.256088,0.35845087912444024,1.5 mi,6 mins,1991,01/30/2019,12357,11/05/2009,1790000,3300548,2019-01-31,16839018,https://www.zillow.com/homedetails/8030-El-Paseo-Grande-La-Jolla-CA-92037/16839018_zpid/
SingleFamily,4,3.0,2455,10890,"$3,250,000",8552 La Jolla Shores Dr,LA JOLLA,CA,32.862752,-117.253643,0.8997622863327427,2.2 mi,8 mins,1977,01/30/2019,-20601,02/17/2004,800000,2982369,2019-01-31,52513875,https://www.zillow.com/homedetails/8552-La-Jolla-Shores-Dr-La-Jolla-CA-92037/52513875_zpid/
SingleFamily,5,4.0,3460,18299,"$3,275,000",5341 Chelsea St,LA JOLLA,CA,32.809723,-117.266018,1.7325918767769544,2.9 mi,10 mins,2008,01/30/2019,-36810,06/26/2013,2320000,3231632,2019-01-31,16907566,https://www.zillow.com/homedetails/5341-Chelsea-St-La-Jolla-CA-92037/16907566_zpid/
SingleFamily,3,3.0,2971,5662,"$3,295,000",5663 Chelsea Ave,LA JOLLA,CA,32.814996,-117.271059,1.270920210179835,2.4 mi,8 mins,1970,01/30/2019,-78772,07/27/2015,1800000,2746870,2019-01-31,16855636,https://www.zillow.com/homedetails/5663-Chelsea-Ave-La-Jolla-CA-92037/16855636_zpid/
Condominium,3,3.0,2075,11325,"$3,295,000",203 Rosemont St,LA JOLLA,CA,32.826796,-117.279386,0.3261558196593631,1.7 mi,7 mins,1960,01/30/2019,-122853,05/12/2005,1240000,2610903,2019-01-31,16850332,https://www.zillow.com/homedetails/203-Rosemont-St-La-Jolla-CA-92037/16850332_zpid/
SingleFamily,4,5.0,3670,2282,"$3,295,000",342 Playa Del Sur,La Jolla,CA,32.829619,-117.278179,0.21803104783449445,1.4 mi,6 mins,2005,01/30/2019,-10160,06/09/2009,2100000,3287033,2019-01-31,61239761,https://www.zillow.com/homedetails/342-Playa-Del-Sur-La-Jolla-CA-92037/61239761_zpid/
VacantResidentialLand,,,,11761,"$3,295,000",6947 Country Club Dr LOT 5,La Jolla,CA,32.836447,-117.260505,0.9277393178448433,1.5 mi,6 mins,,01/01/1970,,,,,2019-01-31,2087067839,https://www.zillow.com/homedetails/6947-Country-Club-Dr-LOT-5-La-Jolla-CA-92037/2087067839_zpid/
VacantResidentialLand,3,,1954,11761,"$3,295,000",6947 Country Club Dr,LA JOLLA,CA,32.836447,-117.260505,0.9277393178448433,1.5 mi,6 mins,1945,01/01/1970,,08/17/2018,4150000,,2019-01-31,16851582,https://www.zillow.com/homedetails/6947-Country-Club-Dr-La-Jolla-CA-92037/16851582_zpid/
VacantResidentialLand,,,,7405,"$3,300,000",1271 Cave St LOT 51/27,La Jolla,CA,32.847898,-117.270578,0.14487828726739632,0.5 mi,4 mins,,01/01/1970,,,,,2019-01-31,2088947267,https://www.zillow.com/homedetails/1271-Cave-St-LOT-51-27-La-Jolla-CA-92037/2088947267_zpid/
VacantResidentialLand,2,,909,7405,"$3,300,000",1271 Cave St,LA JOLLA,CA,32.847898,-117.270578,0.14487828726739632,0.5 mi,4 mins,2010,01/01/1970,,,,,2019-01-31,16848019,https://www.zillow.com/homedetails/1271-Cave-St-La-Jolla-CA-92037/16848019_zpid/
SingleFamily,5,5.0,5080,10890,"$3,350,000",7695 Hillside Dr,LA JOLLA,CA,32.846688,-117.259092,0.3487730627752771,1.3 mi,6 mins,2003,01/30/2019,-26782,05/16/2016,2900000,3333573,2019-01-31,16851264,https://www.zillow.com/homedetails/7695-Hillside-Dr-La-Jolla-CA-92037/16851264_zpid/
SingleFamily,5,6.0,4554,21780,"$3,450,000",5931 Citadel Cir,LA JOLLA,CA,32.823822,-117.255923,1.5663763060713518,2.4 mi,10 mins,1961,01/30/2019,-65119,07/24/2002,2300000,3369996,2019-01-31,16856564,https://www.zillow.com/homedetails/5931-Citadel-Cir-La-Jolla-CA-92037/16856564_zpid/
SingleFamily,4,3.0,3744,6242,"$3,485,000",2312 Camino Del Collado,LA JOLLA,CA,32.861779,-117.252859,0.8707525695203693,2.2 mi,9 mins,1990,01/30/2019,-131211,03/11/2005,2200000,3514644,2019-01-31,16838508,https://www.zillow.com/homedetails/2312-Camino-Del-Collado-La-Jolla-CA-92037/16838508_zpid/
SingleFamily,5,6.0,4028,29098,"$3,488,000",6151 La Pintura Dr,LA JOLLA,CA,32.826756,-117.250858,1.7506661204767755,2.9 mi,10 mins,,01/30/2019,-19288,,,3371659,2019-01-31,16856498,https://www.zillow.com/homedetails/6151-La-Pintura-Dr-La-Jolla-CA-92037/16856498_zpid/
SingleFamily,5,5.0,4210,21780,"$3,495,000",6741 Avenida Manana,LA JOLLA,CA,32.832136,-117.266251,0.8840044342963371,1.2 mi,6 mins,1991,01/30/2019,-11174,12/20/1996,825000,3436906,2019-01-31,16850245,https://www.zillow.com/homedetails/6741-Avenida-Manana-La-Jolla-CA-92037/16850245_zpid/
SingleFamily,7,7.0,5144,,"$3,499,000",946 Havenhurst Dr,LA JOLLA,CA,32.824182,-117.268315,0.9027018513775684,2.5 mi,10 mins,1983,01/30/2019,-130160,,,4078446,2019-01-31,16854826,https://www.zillow.com/homedetails/946-Havenhurst-Dr-La-Jolla-CA-92037/16854826_zpid/
SingleFamily,5,3.0,2232,7501,"$3,499,000",8418 Paseo Del Ocaso,LA JOLLA,CA,32.859426,-117.254691,0.6771736488995223,2.1 mi,8 mins,1980,01/30/2019,-91164,09/02/2011,2600000,3078253,2019-01-31,16838434,https://www.zillow.com/homedetails/8418-Paseo-Del-Ocaso-La-Jolla-CA-92037/16838434_zpid/
SingleFamily,3,3.0,1645,7501,"$3,500,000",2049 Paseo Dorado,LA JOLLA,CA,32.852373,-117.256562,0.31721090358221943,1.5 mi,6 mins,1948,01/30/2019,-34910,02/09/1999,720000,3080274,2019-01-31,16839228,https://www.zillow.com/homedetails/2049-Paseo-Dorado-La-Jolla-CA-92037/16839228_zpid/
Condominium,2,2.0,2680,,"$3,550,000",939 Coast Blvd UNIT 14A,LA JOLLA,CA,32.847897,-117.276197,0.04458565507616085,0.3 mi,2 mins,1966,01/30/2019,23907,12/18/1995,1050000,3601534,2019-01-31,16847748,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-14A-La-Jolla-CA-92037/16847748_zpid/
SingleFamily,4,5.0,3174,10030,"$3,550,000",1730 Valdes Dr,LA JOLLA,CA,32.845108,-117.260839,0.35844884019540896,1.3 mi,8 mins,1990,01/30/2019,163023,10/17/2017,2650000,2952805,2019-01-31,16848833,https://www.zillow.com/homedetails/1730-Valdes-Dr-La-Jolla-CA-92037/16848833_zpid/
SingleFamily,4,5.0,3548,15507,"$3,595,000",1414 Muirlands Dr,LA JOLLA,CA,32.827221,-117.262355,1.1412813948583314,2.0 mi,8 mins,1980,01/30/2019,-50534,06/02/2017,3200000,3374282,2019-01-31,16851190,https://www.zillow.com/homedetails/1414-Muirlands-Dr-La-Jolla-CA-92037/16851190_zpid/
SingleFamily,5,3.0,3095,17359,"$3,595,000",7770 Sierra Mar Dr,LA JOLLA,CA,32.847932,-117.261808,0.17107875174270196,1.1 mi,5 mins,1921,01/30/2019,-28935,12/17/2013,2600000,3224495,2019-01-31,16848276,https://www.zillow.com/homedetails/7770-Sierra-Mar-Dr-La-Jolla-CA-92037/16848276_zpid/
SingleFamily,4,5.0,2240,10890,"$3,600,000",6361 Hartley Dr,LA JOLLA,CA,32.82895,-117.25972,1.270278148208091,2.0 mi,8 mins,1957,01/30/2019,1073238,02/09/2017,207000,3262436,2019-01-31,16851766,https://www.zillow.com/homedetails/6361-Hartley-Dr-La-Jolla-CA-92037/16851766_zpid/
SingleFamily,4,4.0,3605,21780,"$3,600,000",6260 Waverly Ave,LA JOLLA,CA,32.824886,-117.273012,0.6549675120670425,1.9 mi,7 mins,1985,01/30/2019,-42831,05/30/2007,2750000,3433583,2019-01-31,16850986,https://www.zillow.com/homedetails/6260-Waverly-Ave-La-Jolla-CA-92037/16850986_zpid/
SingleFamily,6,8.0,6353,21780,"$3,650,000",6364 La Pintura Dr,LA JOLLA,CA,32.830426,-117.252893,1.4709483461030346,2.6 mi,8 mins,1990,01/30/2019,92410,09/23/2015,3560000,4117065,2019-01-31,16851805,https://www.zillow.com/homedetails/6364-La-Pintura-Dr-La-Jolla-CA-92037/16851805_zpid/
SingleFamily,5,7.0,4880,10890,"$3,685,000",5594 Soledad Rd,LA JOLLA,CA,32.82059,-117.241064,2.40461707920731,3.6 mi,11 mins,2018,01/30/2019,39880,08/05/2015,1500000,3377726,2019-01-31,16856734,https://www.zillow.com/homedetails/5594-Soledad-Rd-La-Jolla-CA-92037/16856734_zpid/
SingleFamily,3,4.0,3440,,"$3,695,000",2002 Olite Ct,La Jolla,CA,32.830634,-117.251941,1.4834365192154355,2.6 mi,9 mins,1995,12/31/1969,,,,,2019-01-31,2086105148,https://www.zillow.com/homedetails/2002-Olite-Ct-La-Jolla-CA-92037/2086105148_zpid/
SingleFamily,3,4.0,3440,10890,"$3,695,000",2006 Olite Ct,La Jolla,CA,32.83045,-117.252112,1.4900012312962327,2.6 mi,9 mins,1995,01/30/2019,-71159,05/11/2017,2500000,2779140,2019-01-31,16851817,https://www.zillow.com/homedetails/2006-Olite-Ct-La-Jolla-CA-92037/16851817_zpid/
SingleFamily,5,6.0,4276,26571,"$3,750,000",9525 La Jolla Farms Rd,LA JOLLA,CA,32.876922,-117.244265,2.019059158302173,3.8 mi,11 mins,1983,01/30/2019,-17506,05/09/1997,845000,3560511,2019-01-31,16834469,https://www.zillow.com/homedetails/9525-La-Jolla-Farms-Rd-La-Jolla-CA-92037/16834469_zpid/
SingleFamily,5,5.0,4620,10890,"$3,799,000",5943 Folsom Dr,LA JOLLA,CA,32.820711,-117.268758,1.0325674343648035,2.3 mi,8 mins,2003,01/30/2019,-39707,08/16/2007,2600000,3727905,2019-01-31,52514337,https://www.zillow.com/homedetails/5943-Folsom-Dr-La-Jolla-CA-92037/52514337_zpid/
Condominium,3,3.0,2900,36755,"$3,850,000",939 Coast Blvd UNIT 7A,LA JOLLA,CA,32.847897,-117.276197,0.04458565507616085,0.3 mi,2 mins,1966,01/30/2019,-107035,11/04/2013,3500000,3795189,2019-01-31,16847697,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-7A-La-Jolla-CA-92037/16847697_zpid/
SingleFamily,4,4.0,2514,11058,"$3,850,000",7905 Lowry Ter,LA JOLLA,CA,32.85065,-117.256593,0.3222032139548161,1.3 mi,6 mins,1954,01/30/2019,369156,04/14/1998,985000,3279961,2019-01-31,16839224,https://www.zillow.com/homedetails/7905-Lowry-Ter-La-Jolla-CA-92037/16839224_zpid/
SingleFamily,5,6.0,4728,6972,"$3,850,000",1350 Virginia Way,LA JOLLA,CA,32.844957,-117.268576,0.30091983498905145,0.5 mi,3 mins,2007,01/30/2019,29548,12/09/2014,2999000,4101285,2019-01-31,16848394,https://www.zillow.com/homedetails/1350-Virginia-Way-La-Jolla-CA-92037/16848394_zpid/
SingleFamily,4,6.0,3856,7840,"$3,875,000",1224 Virginia Way,LA JOLLA,CA,32.843505,-117.270113,0.40903306218536534,0.5 mi,3 mins,2018,01/30/2019,421,06/29/2018,2950000,3798516,2019-01-31,16848382,https://www.zillow.com/homedetails/1224-Virginia-Way-La-Jolla-CA-92037/16848382_zpid/
SingleFamily,4,5.0,4106,11383,"$3,880,000",7480 Country Club Dr,LA JOLLA,CA,32.842154,-117.264144,0.49789422964969776,0.9 mi,5 mins,1985,01/30/2019,86824,,,3668971,2019-01-31,16849121,https://www.zillow.com/homedetails/7480-Country-Club-Dr-La-Jolla-CA-92037/16849121_zpid/
SingleFamily,5,5.0,3615,7501,"$3,895,000",1208 Virginia Way,LA JOLLA,CA,32.843203,-117.27028,0.4314291600154372,0.5 mi,3 mins,2018,01/30/2019,98440,01/17/2017,1535000,3839167,2019-01-31,16848380,https://www.zillow.com/homedetails/1208-Virginia-Way-La-Jolla-CA-92037/16848380_zpid/
SingleFamily,4,4.0,3769,5492,"$3,895,000",8360 La Jolla Shores Dr,LA JOLLA,CA,32.858489,-117.253886,0.6603142236866595,2.0 mi,7 mins,2013,01/30/2019,-37928,04/30/1999,525000,3713880,2019-01-31,16838622,https://www.zillow.com/homedetails/8360-La-Jolla-Shores-Dr-La-Jolla-CA-92037/16838622_zpid/
SingleFamily,5,6.0,3558,7501,"$3,950,000",1876 Little St,La Jolla,CA,32.850054,-117.259416,0.1904640817961147,1.1 mi,5 mins,2006,01/30/2019,,,,3978819,2019-01-31,2087620090,https://www.zillow.com/homedetails/1876-Little-St-La-Jolla-CA-92037/2087620090_zpid/
SingleFamily,5,5.0,5956,10890,"$3,995,000",838 Forward St,LA JOLLA,CA,32.815337,-117.263763,1.5010085052222013,2.8 mi,9 mins,2004,01/30/2019,214893,11/20/2014,2950000,4047375,2019-01-31,16856030,https://www.zillow.com/homedetails/838-Forward-St-La-Jolla-CA-92037/16856030_zpid/
SingleFamily,6,9.0,5761,19602,"$3,995,000",6665 Via Estrada,LA JOLLA,CA,32.832312,-117.254895,1.3036097260398256,1.9 mi,7 mins,2003,01/30/2019,91875,09/15/1997,575000,4682193,2019-01-31,16852043,https://www.zillow.com/homedetails/6665-Via-Estrada-La-Jolla-CA-92037/16852043_zpid/
SingleFamily,5,8.0,6847,20538,"$3,995,000",1640 El Camino Del Teatro,LA JOLLA,CA,32.82943,-117.258347,1.346030827452416,2.1 mi,9 mins,1993,01/30/2019,82040,06/20/1997,1475000,5123932,2019-01-31,16851396,https://www.zillow.com/homedetails/1640-El-Camino-Del-Teatro-La-Jolla-CA-92037/16851396_zpid/
SingleFamily,5,5.0,5956,10890,"$3,995,000",838 Forward St,LA JOLLA,CA,32.815337,-117.263763,1.5010085052222013,2.8 mi,9 mins,2004,01/30/2019,214893,11/20/2014,2950000,4047375,2019-01-31,16856030,https://www.zillow.com/homedetails/838-Forward-St-La-Jolla-CA-92037/16856030_zpid/
SingleFamily,5,5.0,3800,7501,"$3,995,000",1545 Virginia Way,La Jolla,CA,32.846907,-117.265792,0.1564821578870455,0.7 mi,4 mins,2018,01/30/2019,662692,,,3810262,2019-01-31,99546935,https://www.zillow.com/homedetails/1545-Virginia-Way-La-Jolla-CA-92037/99546935_zpid/
Townhouse,3,2.0,1800,6938,"$3,997,000",939 Coast Blvd UNIT 101,LA JOLLA,CA,32.848193,-117.275946,0.03722609805910436,0.4 mi,3 mins,1997,01/30/2019,-166024,09/12/2018,3650000,1617919,2019-01-31,49942082,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-101-La-Jolla-CA-92037/49942082_zpid/
SingleFamily,4,5.0,3517,20154,"$3,998,000",7612 Via Capri,LA JOLLA,CA,32.845744,-117.249885,0.8164291759637611,2.0 mi,8 mins,1990,01/30/2019,1223138,09/04/2001,2150000,4286904,2019-01-31,16839694,https://www.zillow.com/homedetails/7612-Via-Capri-La-Jolla-CA-92037/16839694_zpid/
VacantResidentialLand,,,,145490,"$4,085,000",7224 Carrizo Dr LOT 15,La Jolla,CA,32.839198,-117.259738,0.7571163768593976,1.3 mi,6 mins,,01/01/1970,,,,,2019-01-31,2088459792,https://www.zillow.com/homedetails/7224-Carrizo-Dr-LOT-15-La-Jolla-CA-92037/2088459792_zpid/
SingleFamily,5,3.0,2843,10890,"$4,195,000",8588 Prestwick Dr,LA JOLLA,CA,32.862901,-117.245226,1.23968259456183,3.3 mi,10 mins,1971,01/30/2019,840292,10/27/2014,3100000,3866967,2019-01-31,16839821,https://www.zillow.com/homedetails/8588-Prestwick-Dr-La-Jolla-CA-92037/16839821_zpid/
SingleFamily,4,5.0,3585,7501,"$4,200,000",8352 La Jolla Shores Dr,LA JOLLA,CA,32.858353,-117.253892,0.6534951500769725,1.9 mi,7 mins,2019,01/30/2019,1418813,,,3795666,2019-01-31,35971902,https://www.zillow.com/homedetails/8352-La-Jolla-Shores-Dr-La-Jolla-CA-92037/35971902_zpid/
SingleFamily,3,6.0,4812,71002,"$4,295,000",6105 La Jolla Scenic Dr S,LA JOLLA,CA,32.827089,-117.25318,1.6648489162349285,2.8 mi,9 mins,1952,01/30/2019,-8608,11/25/2012,4310000,3892276,2019-01-31,16856465,https://www.zillow.com/homedetails/6105-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/16856465_zpid/
MultiFamily2To4,0,,3900,14810,"$4,350,000",7210 La Jolla Blvd,La Jolla,CA,32.835347,-117.278025,0.209259001285868,0.9 mi,4 mins,1917,01/30/2019,365370,,,3759090,2019-01-31,2141981427,https://www.zillow.com/homedetails/7210-La-Jolla-Blvd-La-Jolla-CA-92037/2141981427_zpid/
SingleFamily,5,6.0,5834,12196,"$4,395,000",7124 Country Club Dr,LA JOLLA,CA,32.83811,-117.261215,0.8066833369081002,1.3 mi,6 mins,2003,01/30/2019,-28406,12/24/2009,2700000,4770961,2019-01-31,16851573,https://www.zillow.com/homedetails/7124-Country-Club-Dr-La-Jolla-CA-92037/16851573_zpid/
SingleFamily,5,6.0,4921,7050,"$4,395,000",1630 Crespo Dr,LA JOLLA,CA,32.845001,-117.264044,0.31334901961069594,1.0 mi,6 mins,1957,01/30/2019,19144,12/14/2012,3100000,4396282,2019-01-31,16848451,https://www.zillow.com/homedetails/1630-Crespo-Dr-La-Jolla-CA-92037/16848451_zpid/
SingleFamily,5,5.0,6583,10890,"$4,400,000",1532 El Camino Del Teatro,LA JOLLA,CA,32.830195,-117.260954,1.1911384482058407,1.9 mi,8 mins,2003,01/30/2019,-133245,05/31/2006,6879000,4746430,2019-01-31,16851726,https://www.zillow.com/homedetails/1532-El-Camino-Del-Teatro-La-Jolla-CA-92037/16851726_zpid/
SingleFamily,4,3.0,3200,10890,"$4,450,000",7146 La Jolla Scenic Dr S,LA JOLLA,CA,32.844488,-117.244931,1.1103785160433806,2.2 mi,8 mins,1998,01/30/2019,-36717,12/01/2014,3500000,4431398,2019-01-31,16852425,https://www.zillow.com/homedetails/7146-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/16852425_zpid/
SingleFamily,4,5.0,4588,7501,"$4,450,000",1233 Silverado St,LA JOLLA,CA,32.846623,-117.27066,0.21675944579728634,0.4 mi,3 mins,1987,01/30/2019,-32315,,,4378548,2019-01-31,16848155,https://www.zillow.com/homedetails/1233-Silverado-St-La-Jolla-CA-92037/16848155_zpid/
SingleFamily,5,5.0,3790,8995,"$4,495,000",5845 Camino De La Costa,LA JOLLA,CA,32.818143,-117.272658,1.0356570012375377,2.3 mi,7 mins,1956,01/30/2019,382693,08/25/2016,2600000,3759451,2019-01-31,16855283,https://www.zillow.com/homedetails/5845-Camino-De-La-Costa-La-Jolla-CA-92037/16855283_zpid/
CondominiumCondominium,22,3.54.0,23702370,,"$4,495,000",1020 Prospect St UNIT 102 1020 Prospect St UNIT 102,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.09987707848425034,0.2 mi,1 min,20172017,01/30/201901/30/2019,-2335096378,,,40164903870650,2019-01-31,2501964562091314595,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-102-La-Jolla-CA-92037/250196456_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-102-La-Jolla-CA-92037/2091314595_zpid/
CondominiumCondominium,22,3.54.0,23702370,,"$4,495,000",1020 Prospect St UNIT 102 1020 Prospect St UNIT 102,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.09987707848425034,0.2 mi,1 min,20172017,01/30/201901/30/2019,-2335096378,,,40164903870650,2019-01-31,2501964562091314595,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-102-La-Jolla-CA-92037/250196456_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-102-La-Jolla-CA-92037/2091314595_zpid/
