Property Type,Beds,Bath,House Sqft,Lot Sqft,Price,Address,City,State,Lat,Lon,Ocean Distance,Gym Distance,Gym Duration,Year Built,Last Updated,Value Change Last 30 Days,Last Sold Date,Last Sold Price,Zestimate,Date Scraped,Id,Url
Condominium,2,2.0,1353,,"$650,000",5370 La Jolla Blvd UNIT 303B,La Jolla,CA,32.810457,-117.266566,1.6727256465624047,2.8 mi,9 mins,1976,01/01/1970,,,,,2019-02-15,2085846049,https://www.zillow.com/homedetails/5370-La-Jolla-Blvd-UNIT-303B-La-Jolla-CA-92037/2085846049_zpid/
Condominium,2,2.0,1399,,"$659,999",2360 Torrey Pines Rd UNIT 23,LA JOLLA,CA,32.851017,-117.252661,0.5434679016620899,1.5 mi,6 mins,1959,02/15/2019,-153845,06/13/2008,442500,789566,2019-02-15,52513902,https://www.zillow.com/homedetails/2360-Torrey-Pines-Rd-UNIT-23-La-Jolla-CA-92037/52513902_zpid/
VacantResidentialLand,,,,10890,"$699,000",5715 Soledad Mountain Rd LOT 209,La Jolla,CA,32.824781,-117.236218,2.353186735556252,3.5 mi,10 mins,,01/01/1970,,,,,2019-02-15,2087132204,https://www.zillow.com/homedetails/5715-Soledad-Mountain-Rd-LOT-209-La-Jolla-CA-92037/2087132204_zpid/
Condominium,2,3.0,1188,,"$699,000",8650 Villa La Jolla Dr UNIT 1,LA JOLLA,CA,32.866126,-117.234359,1.8851200159051846,4.5 mi,13 mins,1981,02/15/2019,27809,11/08/2012,464000,670775,2019-02-15,16835546,https://www.zillow.com/homedetails/8650-Villa-La-Jolla-Dr-UNIT-1-La-Jolla-CA-92037/16835546_zpid/
Condominium,2,2.0,1158,28099,"$699,000",7811 Eads Ave UNIT 110,LA JOLLA,CA,32.845008,-117.276189,0.16120524036103528,0.1 mi,1 min,1971,02/15/2019,-8765,05/06/2013,470000,779988,2019-02-15,16847938,https://www.zillow.com/homedetails/7811-Eads-Ave-UNIT-110-La-Jolla-CA-92037/16847938_zpid/
Condominium,3,3.0,1458,,"$759,000",3223 Caminito Eastbluff UNIT 17,LA JOLLA,CA,32.85871,-117.233985,1.6941718605921712,4.8 mi,14 mins,1978,02/15/2019,-16123,12/27/2006,509900,728945,2019-02-15,16840581,https://www.zillow.com/homedetails/3223-Caminito-Eastbluff-UNIT-17-La-Jolla-CA-92037/16840581_zpid/
SingleFamily,2,2.0,1909,36672,"$929,000",2560 Caminito Porthcawl,LA JOLLA,CA,32.836062,-117.244016,1.4899128302346434,3.0 mi,10 mins,1977,02/15/2019,208341,,,1178152,2019-02-15,16852281,https://www.zillow.com/homedetails/2560-Caminito-Porthcawl-La-Jolla-CA-92037/16852281_zpid/
Townhouse,3,2.0,1272,,"$975,000",7560 Eads Ave UNIT 5,LA JOLLA,CA,32.841023,-117.275632,0.31741907844551115,0.4 mi,3 mins,1989,02/15/2019,84467,01/17/1996,284000,950756,2019-02-15,16848725,https://www.zillow.com/homedetails/7560-Eads-Ave-UNIT-5-La-Jolla-CA-92037/16848725_zpid/
Condominium,3,3.0,2070,,"$999,000",5428 Caminito Herminia,LA JOLLA,CA,32.819284,-117.236075,2.6473349365060383,4.0 mi,12 mins,1971,02/15/2019,-20242,05/06/2011,600000,982913,2019-02-15,16857439,https://www.zillow.com/homedetails/5428-Caminito-Herminia-La-Jolla-CA-92037/16857439_zpid/
Condominium,3,3.0,1355,10357,"$1,075,000",329 Bonair St UNIT 4,LA JOLLA,CA,32.830182,-117.27861,0.17822510467450386,1.3 mi,6 mins,1988,02/15/2019,79636,,,1242334,2019-02-15,16850096,https://www.zillow.com/homedetails/329-Bonair-St-UNIT-4-La-Jolla-CA-92037/16850096_zpid/
CondominiumCondominium,22,2.02.0,14351374,33105,"$1,395,000",5366 La Jolla Blvd UNIT 301C 5366 La Jolla Blvd UNIT 301C,LA JOLLA La Jolla,CA CA,32.81045732,-117.266566,1.6727067089241758,2.8 mi,9 mins,19761976,02/15/201902/15/2019,38513-22772,02/13/2007,990000,864962873650,2019-02-15,169075162093271947,https://www.zillow.com/homedetails/5366-La-Jolla-Blvd-UNIT-301C-La-Jolla-CA-92037/16907516_zpid/https://www.zillow.com/homedetails/5366-La-Jolla-Blvd-UNIT-301C-La-Jolla-CA-92037/2093271947_zpid/
SingleFamily,3,2.0,1994,9199,"$1,448,800",5465 Thunderbird Ln,LA JOLLA,CA,32.818326,-117.23989,2.5708840943250775,3.8 mi,11 mins,1966,02/15/2019,-35755,06/24/2013,1062500,1382916,2019-02-15,16857183,https://www.zillow.com/homedetails/5465-Thunderbird-Ln-La-Jolla-CA-92037/16857183_zpid/
Condominium,5,2.0,1439,55757,"$1,650,000",100 Coast Blvd UNIT 305,LA JOLLA,CA,32.839031,-117.281031,0.050808199673163267,0.6 mi,3 mins,1976,02/15/2019,-69071,02/05/2009,1000000,1505503,2019-02-15,16848873,https://www.zillow.com/homedetails/100-Coast-Blvd-UNIT-305-La-Jolla-CA-92037/16848873_zpid/
SingleFamily,3,2.0,2086,10890,"$1,695,000",5962 La Jolla Corona Dr,LA JOLLA,CA,32.82134,-117.266307,1.1112593711984489,3.1 mi,12 mins,1964,02/15/2019,-165542,04/25/2011,899500,1831074,2019-02-15,16855201,https://www.zillow.com/homedetails/5962-La-Jolla-Corona-Dr-La-Jolla-CA-92037/16855201_zpid/
SingleFamily,4,3.0,2612,10890,"$1,749,000",2836 Sugarman Way,LA JOLLA,CA,32.862814,-117.241973,1.3894211258060316,3.5 mi,11 mins,1970,02/15/2019,-5486,07/27/1998,750000,1730929,2019-02-15,16839891,https://www.zillow.com/homedetails/2836-Sugarman-Way-La-Jolla-CA-92037/16839891_zpid/
SingleFamily,4,2.0,2271,4356,"$1,750,000",7425 Caminito Rialto,LA JOLLA,CA,32.844658,-117.254203,0.6637011283352877,2.3 mi,9 mins,1970,02/15/2019,2912,02/27/2018,1475000,1800771,2019-02-15,16852082,https://www.zillow.com/homedetails/7425-Caminito-Rialto-La-Jolla-CA-92037/16852082_zpid/
SingleFamily,3,2.0,1608,10890,"$1,750,000",7342 Remley Pl,LA JOLLA,CA,32.841157,-117.26136,0.5998585336421637,1.1 mi,6 mins,1952,02/15/2019,-34109,,,1802171,2019-02-15,16851491,https://www.zillow.com/homedetails/7342-Remley-Pl-La-Jolla-CA-92037/16851491_zpid/
Condominium,2,2.0,2094,50042,"$1,795,000",1001 Genter St UNIT 10C,LA JOLLA,CA,32.836785,-117.271296,0.6036631126514468,0.7 mi,4 mins,1966,02/15/2019,-40357,05/01/2014,600000,1890535,2019-02-15,16849660,https://www.zillow.com/homedetails/1001-Genter-St-UNIT-10C-La-Jolla-CA-92037/16849660_zpid/
SingleFamily,4,3.0,2700,11400,"$1,799,000",5935 Folsom Dr,LA JOLLA,CA,32.820664,-117.268349,1.0518721187822624,2.3 mi,8 mins,1955,02/15/2019,-21988,,,2246055,2019-02-15,48135968,https://www.zillow.com/homedetails/5935-Folsom-Dr-La-Jolla-CA-92037/48135968_zpid/
SingleFamily,3,3.0,3193,10890,"$1,879,000",7536 Via Capri,LA JOLLA,CA,32.845576,-117.251488,0.7445524720112484,2.1 mi,8 mins,1961,02/15/2019,-5582,,,1984837,2019-02-15,52514249,https://www.zillow.com/homedetails/7536-Via-Capri-La-Jolla-CA-92037/52514249_zpid/
SingleFamily,3,2.0,1710,6098,"$2,050,876",5341 Linda Way,LA JOLLA,CA,32.80907,-117.266456,1.7586608268184787,3.1 mi,10 mins,1957,02/15/2019,28609,,,1987834,2019-02-15,16907539,https://www.zillow.com/homedetails/5341-Linda-Way-La-Jolla-CA-92037/16907539_zpid/
SingleFamily,4,3.0,3000,7501,"$2,488,000",520 Sea Ln,LA JOLLA,CA,32.836821,-117.277671,0.2367585604563081,0.8 mi,4 mins,2003,02/15/2019,10431,10/05/2016,1780000,2402739,2019-02-15,61680511,https://www.zillow.com/homedetails/520-Sea-Ln-La-Jolla-CA-92037/61680511_zpid/
CondominiumCondominium,22,3.03.0,17011701,,"$2,495,000",1020 Prospect St UNIT 203 1020 Prospect St UNIT 203,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.09987707848425034,0.2 mi,1 min,20172017,01/01/197001/01/1970,,,,,2019-02-15,2093122983250194187,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/2093122983_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/250194187_zpid/
CondominiumCondominium,22,3.03.0,17011701,,"$2,495,000",1020 Prospect St UNIT 203 1020 Prospect St UNIT 203,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.09987707848425034,0.2 mi,1 min,20172017,01/01/197001/01/1970,,,,,2019-02-15,2093122983250194187,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/2093122983_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-203-La-Jolla-CA-92037/250194187_zpid/
Condominium,4,5.0,4010,10890,"$2,548,000",2380 Almeria Ct,La Jolla,CA,32.820506,-117.231424,2.75907617454843,3.9 mi,11 mins,2018,02/15/2019,-10518,,,2366293,2019-02-15,250195850,https://www.zillow.com/homedetails/2380-Almeria-Ct-La-Jolla-CA-92037/250195850_zpid/
SingleFamily,4,4.0,2534,10890,"$2,695,000",941 Newkirk Dr,LA JOLLA,CA,32.824439,-117.268685,0.8750507695725034,2.4 mi,9 mins,2000,02/15/2019,-22831,12/08/2000,1165000,2534189,2019-02-15,52514329,https://www.zillow.com/homedetails/941-Newkirk-Dr-La-Jolla-CA-92037/52514329_zpid/
SingleFamily,4,6.0,4453,10890,"$3,150,000",5836 La Jolla Mesa Dr,LA JOLLA,CA,32.820762,-117.25876,1.5009126449430308,2.5 mi,10 mins,1957,02/15/2019,-115718,12/18/2000,1000000,3284686,2019-02-15,52514377,https://www.zillow.com/homedetails/5836-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/52514377_zpid/
SingleFamily,4,5.0,3936,13939,"$3,345,000",1055 Havenhurst Dr,LA JOLLA,CA,32.824045,-117.266406,1.0026430683801988,2.4 mi,10 mins,1980,02/15/2019,1985,03/25/2010,2850000,3494594,2019-02-15,16854852,https://www.zillow.com/homedetails/1055-Havenhurst-Dr-La-Jolla-CA-92037/16854852_zpid/
SingleFamily,5,4.0,4182,21780,"$3,500,000",1522 El Paso Real,LA JOLLA,CA,32.831741,-117.260441,1.219515632226197,1.7 mi,7 mins,1971,02/15/2019,-96571,09/20/2001,838000,3298392,2019-02-15,16851748,https://www.zillow.com/homedetails/1522-El-Paso-Real-La-Jolla-CA-92037/16851748_zpid/
SingleFamily,2,3.0,1754,2178,"$3,930,000",5662 Dolphin Pl,LA JOLLA,CA,32.814314,-117.272556,1.2750457688580659,2.5 mi,9 mins,1952,02/15/2019,1011966,09/22/2009,3625000,5611251,2019-02-15,16855595,https://www.zillow.com/homedetails/5662-Dolphin-Pl-La-Jolla-CA-92037/16855595_zpid/
SingleFamily,4,5.0,2844,21780,"$4,277,000",1106 Muirlands Dr,LA JOLLA,CA,32.827,-117.266367,0.9215616694829926,2.3 mi,8 mins,1949,02/15/2019,-52205,03/20/2015,3395000,4129952,2019-02-15,16851168,https://www.zillow.com/homedetails/1106-Muirlands-Dr-La-Jolla-CA-92037/16851168_zpid/
SingleFamily,3,3.0,3368,5227,"$4,995,000",303 Colima Ct,LA JOLLA,CA,32.81051,-117.268754,1.6075691445481408,2.8 mi,10 mins,1978,02/15/2019,1507650,01/04/1994,161000,4224025,2019-02-15,16856083,https://www.zillow.com/homedetails/303-Colima-Ct-La-Jolla-CA-92037/16856083_zpid/
CondominiumCondominium,22,3.03.0,30643064,,"$5,550,000",1020 Prospect St UNIT 202 1020 Prospect St UNIT 202,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.09987707848425034,0.2 mi,1 min,20172017,01/01/197001/01/1970,,,,,2019-02-15,2093309310250194512,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/2093309310_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/250194512_zpid/
CondominiumCondominium,22,3.03.0,30643064,,"$5,550,000",1020 Prospect St UNIT 202 1020 Prospect St UNIT 202,La Jolla La Jolla,CA CA,32.84797932,-117.274739,0.09987707848425034,0.2 mi,1 min,20172017,01/01/197001/01/1970,,,,,2019-02-15,2093309310250194512,https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/2093309310_zpid/https://www.zillow.com/homedetails/1020-Prospect-St-UNIT-202-La-Jolla-CA-92037/250194512_zpid/
SingleFamily,4,4.0,3985,7501,"$5,595,000",5519 Calumet Ave,LA JOLLA,CA,32.812351,-117.269941,1.4629183120411169,2.7 mi,9 mins,2019,02/15/2019,3136471,04/21/2009,1550000,5665094,2019-02-15,16855889,https://www.zillow.com/homedetails/5519-Calumet-Ave-La-Jolla-CA-92037/16855889_zpid/
SingleFamily,6,7.0,8586,40510,"$10,888,000",5833 Rutgers Rd,LA JOLLA,CA,32.821716,-117.254527,1.6940094467030904,3.3 mi,10 mins,2011,02/15/2019,-160217,05/19/2004,1800000,8629485,2019-02-15,16856556,https://www.zillow.com/homedetails/5833-Rutgers-Rd-La-Jolla-CA-92037/16856556_zpid/
Condominium,4,3.0,2201,828404,"$1,110,000",5558 Caminito Herminia,LA JOLLA,CA,32.820735,-117.235668,2.583893995808079,3.9 mi,12 mins,1971,02/16/2019,-19135,02/19/1999,480000,931751,2019-02-16,16857454,https://www.zillow.com/homedetails/5558-Caminito-Herminia-La-Jolla-CA-92037/16857454_zpid/
Condominium,1,1.0,874,290015,"$420,000",3234 Via Alicante,LA JOLLA,CA,32.861393,-117.23191,1.8676548811339526,4.7 mi,14 mins,1975,02/27/2019,-6136,10/26/2007,318000,411868,2019-02-28,52513773,https://www.zillow.com/homedetails/3234-Via-Alicante-La-Jolla-CA-92037/52513773_zpid/
Condominium,2,1.0,832,103585,"$469,000",8439 Via Mallorca UNIT 81,LA JOLLA,CA,32.859538,-117.234331,1.6921702678632868,4.7 mi,13 mins,1977,02/27/2019,-7073,06/01/2005,420000,460960,2019-02-28,16840527,https://www.zillow.com/homedetails/8439-Via-Mallorca-UNIT-81-La-Jolla-CA-92037/16840527_zpid/
Condominium,2,3.0,1074,90835,"$670,000",8470 Via Sonoma UNIT 33,LA JOLLA,CA,32.859921,-117.231122,1.8775206464835439,4.8 mi,14 mins,1978,02/27/2019,-2706,08/03/2004,505000,585652,2019-02-28,16840746,https://www.zillow.com/homedetails/8470-Via-Sonoma-UNIT-33-La-Jolla-CA-92037/16840746_zpid/
Condominium,3,2.0,1406,197730,"$710,000",8807 Gilman Dr UNIT A,LA JOLLA,CA,32.867525,-117.23662,1.8306147782317148,4.2 mi,13 mins,1980,02/27/2019,-5441,,,687709,2019-02-28,16835727,https://www.zillow.com/homedetails/8807-Gilman-Dr-UNIT-A-La-Jolla-CA-92037/16835727_zpid/
Townhouse,3,3.0,1458,114562,"$749,000",3333 Caminito Eastbluff UNIT 164,LA JOLLA,CA,32.858064,-117.232301,1.7767036530059468,5.0 mi,15 mins,1978,02/27/2019,-10355,04/15/2014,465000,735351,2019-02-28,16840990,https://www.zillow.com/homedetails/3333-Caminito-Eastbluff-UNIT-164-La-Jolla-CA-92037/16840990_zpid/
Condominium,1,1.0,1091,50042,"$865,000",1001 Genter St UNIT 2A,La Jolla,CA,32.836669,-117.271026,0.6187567228752008,0.7 mi,4 mins,1966,02/27/2019,-21932,10/12/2010,480000,870829,2019-02-28,16849589,https://www.zillow.com/homedetails/1001-Genter-St-UNIT-2A-La-Jolla-CA-92037/16849589_zpid/
Condominium,2,3.0,1680,2000,"$899,000",8617 Via Mallorca UNIT F,LA JOLLA,CA,32.863374,-117.2313,1.952846503169111,4.7 mi,15 mins,1995,02/27/2019,50535,09/19/2018,749000,795729,2019-02-28,16836204,https://www.zillow.com/homedetails/8617-Via-Mallorca-UNIT-F-La-Jolla-CA-92037/16836204_zpid/
Townhouse,2,2.0,2240,,"$1,000,000",6639 La Jolla Blvd,La Jolla,CA,32.828273,-117.276698,0.34102694468721423,1.4 mi,6 mins,2015,02/27/2019,36741,12/30/2015,1615000,2085048,2019-02-28,2101156624,https://www.zillow.com/homedetails/6639-La-Jolla-Blvd-La-Jolla-CA-92037/2101156624_zpid/
Townhouse,2,3.0,1598,,"$1,000,000",6637 La Jolla Blvd,La Jolla,CA,32.828139,-117.27691,0.33689693100993856,1.4 mi,5 mins,2015,02/28/2019,-50257,12/30/2015,1495000,1623772,2019-02-28,2101156470,https://www.zillow.com/homedetails/6637-La-Jolla-Blvd-La-Jolla-CA-92037/2101156470_zpid/
Townhouse,2,3.0,1607,,"$1,000,000",6635 La Jolla Blvd,La Jolla,CA,32.828139,-117.27691,0.33689693100993856,1.4 mi,5 mins,2015,02/27/2019,-51220,12/30/2015,1495000,1625801,2019-02-28,2101156816,https://www.zillow.com/homedetails/6635-La-Jolla-Blvd-La-Jolla-CA-92037/2101156816_zpid/
Townhouse,2,3.0,1627,,"$1,000,000",6633 La Jolla Blvd,La Jolla,CA,32.828342,-117.276939,0.3269527564492367,1.4 mi,5 mins,2015,02/27/2019,-57313,12/30/2015,1395000,1629640,2019-02-28,2101156415,https://www.zillow.com/homedetails/6633-La-Jolla-Blvd-La-Jolla-CA-92037/2101156415_zpid/
SingleFamily,3,2.0,1119,7501,"$1,279,000",5532 Taft Ave,LA JOLLA,CA,32.81412,-117.26371,1.5654642613447618,2.8 mi,9 mins,1945,02/27/2019,-7878,,,1458524,2019-02-28,16856000,https://www.zillow.com/homedetails/5532-Taft-Ave-La-Jolla-CA-92037/16856000_zpid/
SingleFamily,3,3.0,2800,7501,"$1,349,000",6033 Oakgate Row,LA JOLLA,CA,32.83092,-117.235506,2.0979015020875913,3.4 mi,12 mins,1998,02/27/2019,-23346,10/18/2005,1210000,1334977,2019-02-28,16858131,https://www.zillow.com/homedetails/6033-Oakgate-Row-La-Jolla-CA-92037/16858131_zpid/
SingleFamily,4,3.0,2694,3484,"$1,375,000",1316 Caminito Arriata,LA JOLLA,CA,32.814856,-117.251868,2.0546344152544314,3.9 mi,13 mins,2006,02/28/2019,-67577,04/20/2007,1100000,1308074,2019-02-28,69016976,https://www.zillow.com/homedetails/1316-Caminito-Arriata-La-Jolla-CA-92037/69016976_zpid/
SingleFamily,3,2.0,1144,7501,"$1,375,000",935 Archer St,SAN DIEGO,CA,32.810809,-117.257231,1.9896653841292447,3.4 mi,12 mins,1955,02/28/2019,-5515,,,1547677,2019-02-28,16907946,https://www.zillow.com/homedetails/935-Archer-St-San-Diego-CA-92109/16907946_zpid/
SingleFamily,3,3.0,2167,39829,"$1,588,000",7715 Ivanhoe Ave,LA JOLLA,CA,32.844515,-117.270801,0.35240102159722236,0.4 mi,3 mins,1991,02/28/2019,249943,07/31/2003,870000,1932386,2019-02-28,16848365,https://www.zillow.com/homedetails/7715-Ivanhoe-Ave-La-Jolla-CA-92037/16848365_zpid/
CondominiumCondominium,22,2.02.0,18271827,5926359265,"$1,649,000",5430 La Jolla Blvd UNIT C202 5430 La Jolla Blvd UNIT C202,La Jolla LA JOLLA,CA CA,32.81114832,-117.267841,1.594067123409337,2.8 mi,9 mins,20052005,02/28/201902/28/2019,-17829-65471,06/17/201606/17/2016,12300001200000,15019361596595,2019-02-28,210663006963659177,https://www.zillow.com/homedetails/5430-La-Jolla-Blvd-UNIT-C202-La-Jolla-CA-92037/2106630069_zpid/https://www.zillow.com/homedetails/5430-La-Jolla-Blvd-UNIT-C202-La-Jolla-CA-92037/63659177_zpid/
SingleFamily,3,2.0,2712,19166,"$1,695,000",1885 Nautilus St,LA JOLLA,CA,32.830436,-117.256222,1.39601314556403,1.8 mi,6 mins,1979,02/28/2019,-155,11/19/2004,1275000,1888800,2019-02-28,16851953,https://www.zillow.com/homedetails/1885-Nautilus-St-La-Jolla-CA-92037/16851953_zpid/
SingleFamily,4,3.0,1940,10890,"$1,750,000",5461 Bahia Ln,LA JOLLA,CA,32.818334,-117.237777,2.641201961081381,3.9 mi,12 mins,1973,02/28/2019,48425,11/17/2014,1030000,1481037,2019-02-28,16857190,https://www.zillow.com/homedetails/5461-Bahia-Ln-La-Jolla-CA-92037/16857190_zpid/
SingleFamily,3,3.0,2046,11682,"$1,795,000",7614 Eads Ave,LA JOLLA,CA,32.842333,-117.276076,0.2355476269224666,0.3 mi,2 mins,1995,02/28/2019,166626,06/30/2000,914500,1746947,2019-02-28,16848655,https://www.zillow.com/homedetails/7614-Eads-Ave-La-Jolla-CA-92037/16848655_zpid/
SingleFamily,3,2.0,2072,10890,"$1,800,000",2727 Bordeaux Ave,LA JOLLA,CA,32.865902,-117.245063,1.384604550766169,3.2 mi,10 mins,1961,02/28/2019,260688,,,1713451,2019-02-28,16834963,https://www.zillow.com/homedetails/2727-Bordeaux-Ave-La-Jolla-CA-92037/16834963_zpid/
Condominium,3,4.0,2166,4800,"$1,849,000",7460 Herschel Ave,LA JOLLA,CA,32.840558,-117.271454,0.5262376278986616,0.5 mi,4 mins,2018,02/28/2019,-43753,03/03/2014,1700000,1946670,2019-02-28,16849050,https://www.zillow.com/homedetails/7460-Herschel-Ave-La-Jolla-CA-92037/16849050_zpid/
Condominium,3,4.0,2319,,"$1,999,000",1087 Pearl St,La Jolla,CA,32.840592,-117.271505,0.5224890221669137,0.5 mi,4 mins,2018,02/28/2019,,,,2167533,2019-02-28,2088062116,https://www.zillow.com/homedetails/1087-Pearl-St-La-Jolla-CA-92037/2088062116_zpid/
Condominium,3,4.0,2653,,"$2,199,000",1077 Pearl St,La Jolla,CA,32.840587,-117.271528,0.521524373498633,0.5 mi,4 mins,2018,02/28/2019,,,,2322522,2019-02-28,2088061944,https://www.zillow.com/homedetails/1077-Pearl-St-La-Jolla-CA-92037/2088061944_zpid/
SingleFamily,2,2.0,1036,3998,"$2,200,000",1215 Park Row,LA JOLLA,CA,32.84597,-117.27125,0.2731497878874793,0.3 mi,3 mins,1922,02/28/2019,,02/01/2018,1728000,1841232,2019-02-28,16848132,https://www.zillow.com/homedetails/1215-Park-Row-La-Jolla-CA-92037/16848132_zpid/
Condominium,2,2.0,1937,36755,"$2,395,000",939 Coast Blvd UNIT 12B,LA JOLLA,CA,32.847897,-117.276197,0.04458565507616085,0.3 mi,2 mins,1966,02/28/2019,14788,06/08/2007,1800500,2266505,2019-02-28,16847739,https://www.zillow.com/homedetails/939-Coast-Blvd-UNIT-12B-La-Jolla-CA-92037/16847739_zpid/
SingleFamily,4,4.0,2514,7501,"$2,485,000",551 Gravilla St,LA JOLLA,CA,32.829265,-117.274587,0.4192850313166341,1.5 mi,6 mins,1990,02/28/2019,-6626,04/23/2013,1501000,2288222,2019-02-28,16850432,https://www.zillow.com/homedetails/551-Gravilla-St-La-Jolla-CA-92037/16850432_zpid/
SingleFamily,3,3.0,2755,10890,"$2,495,000",5930 Folsom Dr,LA JOLLA,CA,32.820354,-117.268855,1.0460747673530142,2.3 mi,8 mins,1941,02/28/2019,-25372,04/12/1988,392500,2417726,2019-02-28,16855143,https://www.zillow.com/homedetails/5930-Folsom-Dr-La-Jolla-CA-92037/16855143_zpid/
MultiFamily2To4,4,4.0,,7501,"$2,575,000",242 248 Playa Del N,La Jolla,CA,32.829575,-117.279801,0.14652321939740634,1.5 mi,7 mins,1951,01/01/1970,,,,,2019-02-28,2085635620,https://www.zillow.com/homedetails/242-248-Playa-Del-N-La-Jolla-CA-92037/2085635620_zpid/
MultiFamily2To4,4,4.0,,5841,"$2,575,000",242 Playa Del Norte,La Jolla,CA,32.829659,-117.279435,0.15713128221129471,1.5 mi,7 mins,1951,02/28/2019,-39690,,,1987977,2019-02-28,2105216267,https://www.zillow.com/homedetails/242-Playa-Del-Norte-La-Jolla-CA-92037/2105216267_zpid/
SingleFamily,7,6.0,4910,183387,"$3,195,000",2666 Caminito Tom Morris,LA JOLLA,CA,32.836805,-117.24413,1.4530990730572781,3.1 mi,11 mins,2000,02/28/2019,59702,09/28/2012,2260000,3034469,2019-02-28,16852645,https://www.zillow.com/homedetails/2666-Caminito-Tom-Morris-La-Jolla-CA-92037/16852645_zpid/
SingleFamily,3,3.0,2279,7501,"$3,295,000",8375 Paseo Del Ocaso,LA JOLLA,CA,32.85873,-117.254224,0.658555132129155,1.9 mi,8 mins,1959,02/28/2019,163737,11/19/2014,2000,2992127,2019-02-28,16838606,https://www.zillow.com/homedetails/8375-Paseo-Del-Ocaso-La-Jolla-CA-92037/16838606_zpid/
SingleFamily,4,5.0,3000,4791,"$4,950,000",7311 Vista Del Mar Ave,LA JOLLA,CA,32.836222,-117.280238,0.08306086303869668,0.9 mi,5 mins,2012,02/28/2019,1828858,12/15/2010,1950000,4188042,2019-02-28,16849178,https://www.zillow.com/homedetails/7311-Vista-Del-Mar-Ave-La-Jolla-CA-92037/16849178_zpid/
SingleFamily,4,6.0,4650,9563,"$5,990,000",341 Mesa Way,LA JOLLA,CA,32.82347,-117.27722,0.5869590230496938,1.8 mi,7 mins,2007,02/28/2019,-9800,05/08/2013,3760000,4600711,2019-02-28,16850662,https://www.zillow.com/homedetails/341-Mesa-Way-La-Jolla-CA-92037/16850662_zpid/
SingleFamily,5,7.0,6292,10890,"$6,480,000",6708 Muirlands Dr,LA JOLLA,CA,32.83141,-117.262862,1.0784669066274903,1.4 mi,6 mins,2019,02/28/2019,325500,02/11/2016,1675000,2276096,2019-02-28,52514259,https://www.zillow.com/homedetails/6708-Muirlands-Dr-La-Jolla-CA-92037/52514259_zpid/
Condominium,3,3.0,3826,,"$6,995,000",353 Coast Blvd S,La Jolla,CA,32.84158,-117.280497,0.07387238248073369,0.5 mi,3 mins,2010,02/28/2019,,,,4816985,2019-02-28,2085705597,https://www.zillow.com/homedetails/353-Coast-Blvd-S-La-Jolla-CA-92037/2085705597_zpid/
SingleFamily,3,3.0,2427,21780,"$7,200,000",2352 Calle Del Oro,LA JOLLA,CA,32.859792,-117.252474,0.7819181108868116,2.1 mi,8 mins,1955,02/28/2019,3399361,,,6170374,2019-02-28,16838545,https://www.zillow.com/homedetails/2352-Calle-Del-Oro-La-Jolla-CA-92037/16838545_zpid/
SingleFamily,5,8.0,8988,14037,"$9,260,000",8518 Ruette Monte Carlo,LA JOLLA,CA,32.861461,-117.250195,0.9570534350753965,2.4 mi,9 mins,1988,02/28/2019,-21262,,,7672593,2019-02-28,16841861,https://www.zillow.com/homedetails/8518-Ruette-Monte-Carlo-La-Jolla-CA-92037/16841861_zpid/
SingleFamilySingleFamily,4,6.0,4863,10890023522,"$9,995,000",7404 Hillside Dr 7404 Hillside Dr,LA JOLLA LA JOLLA,CA CA,32.84355632,-117.255484,0.6466529101681415,1.7 mi,8 mins,1970,02/28/201901/01/1970,-97400,,,5243812,2019-02-28,1685138499459908,https://www.zillow.com/homedetails/7404-Hillside-Dr-La-Jolla-CA-92037/16851384_zpid/https://www.zillow.com/homedetails/7404-Hillside-Dr-La-Jolla-CA-92037/99459908_zpid/
SingleFamily,5,7.0,9200,21780,"$12,999,900",7455 Hillside Dr,LA JOLLA,CA,32.844681,-117.255949,0.5777787169106734,1.6 mi,7 mins,2006,02/28/2019,5199710,09/06/2002,1700000,14009977,2019-02-28,16851377,https://www.zillow.com/homedetails/7455-Hillside-Dr-La-Jolla-CA-92037/16851377_zpid/
